content;score;thumbsUpCount;at;appVersion;text_length;word_count
Setelah update terakhir buka aplikasi lalu tertutup otomatis, saya pakai perangkat Android Samsung S23 ultra. Apakah bisa dibantu?;5;0;2025-12-07 05:30:37;4.5.7;130;18
Kenapa makin di update semakin menjadi lemot. mau transaksi apapun menjadi lambat. r u seriously?;1;0;2025-12-07 04:38:53;4.7.6;97;15
maintenance jgn lama lama gua org kerja TF dari apk grab ke BCA ga BS pindah ke ovo bisa dari ovo TF LG ke grab malah maintenance, maintenance sampe berjam2 SDH 5 jam dari jam 23:00 - 05:00.ganggu org kerja lu pea bgt BCA skrg BS kerja ga.;1;0;2025-12-07 03:18:14;4.7.6;239;48
pemeliharaan 1 tahun;1;0;2025-12-07 01:30:48;4.7.6;20;3
pemeliharaan seminggu sekali sangat mengganggu untuk pembayaran darurat;1;0;2025-12-07 01:23:34;;71;8
tiap menit perbaikan sistem gak jelas;1;0;2025-12-07 01:21:59;4.7.6;37;6
gangguan gangguan gangguan.. di saat urgent butuh dana dan setelahnya menerima transferan malah gangguannnnn.. bukan sekali dua kali seperti ini apes terus pake BCA gua mah, ya biarpun pihak bca ga rugi kehilangan satu org pengguna seperti gua tapi ini ma ungkapan guaa ajaaa sumpah bener2 muakk. bye BCA;1;0;2025-12-07 01:14:03;;304;49
Buruk memperhambat transaksi ada aja masalahnya;1;0;2025-12-07 01:12:30;4.7.6;47;6
tolong dong di benahi lagi , setiap jam 12 malam sampe 4.30 subuh gak kira kira lama amat, kalau yang urgent mau pake gimana coba. ini sering terjadi mengganggu pembayaran online sangat tidak nyaman , selama masa pemeliharaan dana tidak bisa dipakai sama sekali saya kecewa;3;4;2025-12-07 01:12:01;4.7.6;273;46
gila kalo gangguan lama banget;1;0;2025-12-07 01:01:51;4.6.1;30;5
terlalu sering melakukan maintenance tiap malam bikin transaksi jadi sulit. hati hati nasabah kabur.;1;0;2025-12-07 00:59:47;4.7.6;100;14
PEMBARUAN, GANGGUAN TERUS..... BKIN BAGUS KGA MALAH NAMBAH ANCURR 🙈👎👎👎👎;1;0;2025-12-07 00:59:23;4.6.9;71;10
saat terdesak tengah malam begini malah gabisa pake...BCA otaknya dmn?;1;0;2025-12-07 00:56:45;4.7.6;70;10
KPD pihak BCA mohon fitur QRIS,,di hapus untuk mencegah judol......dan demi kenyamanan semua pihak yg terkait dengan BCA......dan pembobolan rekening nasabah bank karna di salah gunakan......sekali lagi tolong hapus FITUR QRIS.......DEMI KENYAMAN KITA SEBAGI NASABAH BCA.......🙏🙏🙏🙏🙏🙏🙏;1;0;2025-12-07 00:55:00;4.7.6;284;36
bca smkin ksini tambah parah aja,aplikasi harus di update tp stelah update bknny tmbh bagus mlh tambah parah...;1;0;2025-12-07 00:54:33;4.7.6;111;18
lagi lagi saldo saya terpotong ketika melakukan transaksi yang gagal;1;2;2025-12-07 00:50:33;4.7.6;68;10
aplikasi sering update tpi tetep aja sering ada pemeliharaan sistem terus;1;0;2025-12-07 00:49:46;4.7.6;73;11
lemottttt;1;0;2025-12-07 00:49:44;4.7.6;9;1
kenapa ya saya tidak bisa cek saldo dan transfer ketika cek saldo Sending Mulu jadi muter muter padahal saya udah pake Wifi Sama paket data pribadi tapi masih gak bisa Sending dan muter muter;3;0;2025-12-07 00:49:09;4.7.6;191;34
ini gimana daah perasaan dulu sebelum update lancar2 aja mau lihat saldo muter2 terus, semenjak update bukanya makin lancar malah makin gajelas;1;0;2025-12-07 00:47:42;4.7.6;143;22
makin ke sini makin gak nyaman selalu loding teruss;1;0;2025-12-07 00:43:34;;51;9
pemeliharaan terusss....pindah bank aja x ya;1;0;2025-12-07 00:43:34;4.7.6;44;6
kebiasaan kali sering gangguan pas malam minggu,udah gitu lampu indikator merahnya lama lgi anj,sebelum update aja dah mntp,gk usah di-update klw malah nambah masalah,mbankking dipakek cuma buat byr,ngirim scan brcode doang..gk usah diperberat atau nambah² inj itu jnck;1;0;2025-12-07 00:42:50;4.7.3;269;38
ga jelas.. gua lagi butuh malah eror;1;0;2025-12-07 00:42:17;4.7.6;36;7
apk suka eror masak jam 12 malam gk bisa cek saldo gk bisa buat bayar tolong apk nya segera di perbarui masak sistem eror terus;1;0;2025-12-07 00:40:19;4.7.6;127;25
pelayanan buruk saldo sudah terpotong tapi ga masuk2 ke rekening tujuan;1;0;2025-12-07 00:39:02;4.7.6;71;11
makin kucrut eror kg jelas mana dah tengah malam ini 00.37 1jam setengah kg bisa transaksi... jd ketahan grgr eror kucrut;1;0;2025-12-07 00:38:08;4.2.6;121;21
matap;5;0;2025-12-07 00:37:31;4.3.3;5;1
buruk makin kesini makin buruk setelah ada update, jaringan bagus tapi gangguan Mulu indikator hijau tapi gak bisa transaksi.bukan ny di bikin tambah nyaman malah di bikin kesel,, ngecek saldo aja lemot. kecewa sebagai pelanggan BCA;2;2;2025-12-07 00:37:10;4.7.6;232;36
setelah di update jadi susah dibuat transaksi;2;0;2025-12-07 00:36:40;4.7.6;45;7
mbca gangguan trus;1;0;2025-12-07 00:36:30;4.7.6;18;3
sering trobel parah;1;0;2025-12-07 00:35:27;4.7.6;19;3
bagus;5;0;2025-12-07 00:35:20;4.7.6;5;1
Longor. Kebanyakan maintenance. gak guna!;1;0;2025-12-07 00:34:40;4.7.6;41;5
Gmana ini.. Syah dah selesai download juga.. Masih aja gak bsa.. NO SAYAH SUDAH SAYAH DAFTARKAN.tolong dong.;1;0;2025-12-07 00:33:50;4.6.9;108;17
Makin kesini makin kacau aja ini, suka eror transaksi tidak dapat dilakukan terus, mana erornya lama. malu2in sumpah sekelas bca kaya begini mulu.;1;0;2025-12-07 00:33:07;4.7.6;146;23
sumpah ribet lampu indikator!! ga jelas;1;0;2025-12-07 00:32:06;4.7.6;39;6
aplikasi bca mobile terbaru sangat buruk, banyak gagalnya transaksi, sinyal bagus tetep indikator merah, kata maaf tidak menjadikan penggunaan aplikasi jadi lebih baik;1;0;2025-12-07 00:31:27;4.7.6;167;23
aplikasi jadi gajelasss sementara transaksi tidak dapat di proses tunggu beberapa saat lagi.. alahhh sinyal merah lama banget giliran udah hijau sama aja gabisa transaksi.. dh lah pindah bank aja;1;0;2025-12-07 00:31:21;;195;30
bca yang sekarang sangat jelek sinyal sering merah;1;0;2025-12-07 00:30:47;;50;8
sinyal bagus, kuota banyak tapi sinyal biru terussss, gimana nih BCA;1;0;2025-12-07 00:30:14;4.7.0;68;11
keren aman amanah TOP banget dh BCA;5;0;2025-12-07 00:29:58;4.7.6;35;7
harusnya kayak bank lain gak usah ada lampu indikatornya...lampu sudah hijau di pencet jadi biru sending terus....habis itu gagal.....gitu terus...;2;0;2025-12-07 00:29:49;4.7.6;147;20
"setelah update malah jadi parahh parahhh,,lambat sekali ,indikator merah.nya kaga ijo"",,lama"" pindah ATM aja ke sebelah yg lancar""";1;0;2025-12-07 00:29:42;4.7.6;130;18
semuanya bagus. trkadang suka bikin kesel jaraingan BCA nya pake BPJS loding🤣;1;0;2025-12-07 00:29:14;4.7.6;77;12
aplikasi tidak dapat digunakan transaksi. sudah transfer saldo kesedot tapi ga msuk msuk k no rekening tujuan! mau cek saldo juga susah SENDING terus padahal jaringan bagus;1;0;2025-12-07 00:29:10;;172;27
setelah beberapa maintenence jadi susah buat akses;1;0;2025-12-07 00:28:01;4.7.6;50;7
skr buka mbca nya lama nget, mau trf lama, qris lama, ada apa dgn layanan BCA skr?;1;0;2025-12-07 00:27:35;;82;17
setelag di update malah jadi busuk;1;0;2025-12-07 00:26:09;4.7.6;34;6
kenapa setelah update apk makin lemot ajh, ini BCA mencewakan padahal ini bank swasta kok gini mau pada pindah ke BUMN kah?;2;0;2025-12-07 00:25:33;4.7.6;123;22
ini kenapa ya abis ada update selalu merah trs? pdhal sinyal bagus kenceng, udah mode pesawat berulang kali pakai wifi tetangga juga sama aja lama bgt merah nya sampe kesel sendiri kadang pas diluar mau pembayaran always merah lama, klo lgi antri kan jadi malu atau pas mau bayar diliatin yg punya toko tkut dikira penipu tolong ya pihak bca di PERBAIKI lagi balikin kaya sebelum update yg lancar bgt mudah, ini udah lemot banget berat always merah;3;0;2025-12-07 00:25:21;4.7.6;448;78
jangan di buat maintenance di jam 00.00 kalau bisa;5;0;2025-12-07 00:24:42;4.7.6;50;9
semenjak update versi terbaru jadi sangat² berat, mau cek saldo aja lama dan melakukan transaksi juga lama.. mohon segera diperbaiki;1;0;2025-12-07 00:24:17;4.7.6;132;20
apa sih loading truss peq;2;0;2025-12-07 00:24:15;4.7.6;25;5
pliss deh kalau pemeliharaan sistem jangan di malam minggu atau minggu dini hari. ini sangat mengganggu karena harusnya weekend ini lancar karena banyak juga yang membutuhkan. mending malam senin saja kalau jadwal pemeliharaan.. ini lagi di perjalanan luar kota butuh transaksi harus menunggu lama gara gara pemeliharaan sistem;1;1;2025-12-07 00:24:15;4.7.6;327;48
knapa sih kalau malam loding trus jadi susah transaksi kalau malam;1;0;2025-12-07 00:23:52;4.7.6;66;11
pemeliharaan terlalu lama, jika ada hal urgent repot;3;0;2025-12-07 00:23:00;4.7.6;52;8
Setelah update malah makin aneh, makin parah bro kacau2, Dan bisa2nya malam minggu M-banking nya error, haduuh;1;0;2025-12-07 00:22:49;4.7.6;110;17
smakin kesini smakin kacau indikator meraaah trs, pdhal sinyal bagus dan stabil;1;0;2025-12-07 00:22:18;4.1.8;79;12
Transaksi cepet tolong up date setaun sakali biar HP juga Awet;5;0;2025-12-07 00:22:15;4.7.6;62;11
kirang nyaman;1;0;2025-12-07 00:22:07;4.7.6;13;2
setelah di update kok lama banget indikator merahnya.. setiap mau transaksi lama banget.. lebih bagus versi sebelumnya, cepet gag lelet kayak sekarang..;1;0;2025-12-07 00:21:35;4.7.6;152;22
top up dana duit gak masuk saldo kepotong parah..bank busuk dah 3 kali ni w top up dana gak masuk;1;0;2025-12-07 00:21:30;4.7.6;97;20
LEMOTTTTT;1;0;2025-12-07 00:21:01;4.2.1;9;1
sangat kecewa setelah di perbarui aplikasi makin lemot;1;0;2025-12-07 00:20:50;4.2.6;54;8
setelah update malah lemot;1;0;2025-12-07 00:20:22;4.7.6;26;4
kenapa notifakasi tidak muncul padahal sudah aktifkan;5;0;2025-12-07 00:20:15;4.7.6;53;7
LEMOTTTTT......;1;0;2025-12-07 00:20:14;4.7.6;15;1
kenapa sih transaksi diatas jam 00 selalu eror padahal laper mau gofood tolong diperbaiki hampir tiap hari;4;0;2025-12-07 00:19:57;;106;17
sering eror malah kacau min min;1;0;2025-12-07 00:19:56;4.7.6;31;6
lelet banget akhir ² ini BCA nya;2;0;2025-12-07 00:19:36;4.7.6;32;7
BCA, kalau lagi pemeliharaan mending gak usah bisa login sekalian, bukan sekali dua kali bisa login mau transaksi terus loading, tapi saldo udah kepotong. mending kalau balik lagi;1;0;2025-12-07 00:18:40;4.7.5;179;28
indikator warna ijo nya ga stabil.. sering dapat indikator warna biru..harus gonta ganti koneksi dulu baru bisa ijo;4;0;2025-12-07 00:18:10;4.7.6;115;18
semakin buruk aplikasi nya.. berat , lemot sekali di gunakan bertransaksi. bahkan sekedar cek saldo pun harus tunggu beberapa menit,makin payah aplikasi nya;1;0;2025-12-07 00:18:07;4.7.6;156;23
makin lemot;1;0;2025-12-07 00:17:49;4.7.6;11;2
makin kesini malah makin lemot bukanya makin bagus;1;0;2025-12-07 00:17:19;4.7.6;50;8
tolong aplikasinya lebih di tingkatkan lagi, sering Lola walaupun jaringan udah bagus tapi, apk nya sering banget lemot, beda dgn aplikasi m banking lainnya🙏 tolong ya dan minta tolong bangettttt, sama pihak BCA;4;1;2025-12-07 00:17:14;4.7.6;211;33
hari ini kok gk bisa buka m banking bca kenapa. mau ambil uang gk bisa;5;0;2025-12-07 00:17:10;4.7.6;70;15
bener² parah selalu ada problem dan gangguan saya kirim duit saldo saya sudah berkurang namun tidak terkirim BCA PARAHH;1;0;2025-12-07 00:17:04;4.7.6;119;19
kenapa ga bisa cek mutasi,tolong di bantu;1;0;2025-12-07 00:17:01;4.7.6;41;7
update malah bikin lag;1;0;2025-12-07 00:16:26;4.7.6;22;4
lambat sistemnya payah🙄🙄🙄👹;1;0;2025-12-07 00:16:24;4.7.6;26;3
makin lama bukan makin bagus..malah makin jelek;1;0;2025-12-07 00:16:20;4.7.6;47;7
di perbarui malah makin susah,;3;0;2025-12-07 00:16:10;4.7.6;30;5
ini gmn sih kok gangguan trus bca aneh bnr kg jls ni bca jangan buat nasabah kecewa dong;1;1;2025-12-07 00:16:06;4.7.6;88;18
""" transaksi sedang tidak bisa digunakan "" maintenance apa gimana jir? mau tarik tunai malah gini";1;0;2025-12-07 00:15:44;4.1.7;96;16
sering eror, sering bgt notif silahkan coba beberapa saat lagi.. ga stabil;3;0;2025-12-07 00:15:20;;74;12
gangguan Mulu dah bca masa seminggu bisa 2 kali lebih gangguan nya;1;0;2025-12-07 00:14:44;4.7.6;66;12
"Eror terus.. Lampunya merah terus.. parah ini bca dikit"" eror lampu hijau aja gk bisa masuk parah bener";1;0;2025-12-07 00:14:41;4.7.6;103;18
erorrr parah;3;0;2025-12-07 00:13:56;4.7.6;12;2
semakin di update semakin jelek,sering eror,transfer nyangkut,lemot,dll inbox maks 5,semakin payah;1;0;2025-12-07 00:13:42;4.7.6;98;11
APLIKASI BANK TERBURUK YG PERNAH GUE PUNYA, MAU TF AJA SUSAH BANGET. BIKIN RIBET DISAAT BUTUH;1;0;2025-12-07 00:13:38;4.7.6;93;16
ini BCA lagi ada problem kah saya tidak bisa bertransaksi??;5;0;2025-12-07 00:13:35;4.7.6;59;10
update malah eror sering ngelag;1;0;2025-12-07 00:12:59;;31;5
parah nih aplikasi gajelas mau cek saldo gabisa muterrr terus mau tf ga bisa muterrr mau qrisss gabisa gaguna nih aplikasi mending pindah ke bank laenn dari pada ntar lu pda nyesel;1;0;2025-12-07 00:12:55;4.7.6;180;32
top up ke dana saldo udah dipotong tapi uang ga masuk gimana si BCA lambat bgt proses nya.. malah ngga bisa mutasi.. TPI saldo udah kepotong BCA tolong uang ngga masuk malah dipotong makin ngga aman nabung di BCA;1;0;2025-12-07 00:12:51;;212;39
akhir-akhir ini m-banking gangguan mulu, mau transaksi susah banget 🥹🥲 tolong dong diperbaiki‼️;1;0;2025-12-07 00:12:50;4.7.6;95;13
Semenjak terakhir update kemarin per tanggal 19 november makin ga jelas. Namanya update harusnya peningkatan bukan penurunan performa;1;0;2025-12-07 00:12:10;4.7.6;133;18
ini kenapa dah gabsa buat transaksi makin ksni makin aneh aja;1;1;2025-12-07 00:11:48;;61;11
pokonya sebel lagi topup gagal Mulu padahal lagi urgent;1;0;2025-12-07 00:11:48;4.7.5;55;9
ERROR DAN KLIRING TERUS!!;1;0;2025-12-07 00:11:36;4.7.6;25;4
sering eror;4;0;2025-12-07 00:11:20;4.7.6;11;2
Sampai saat ini,apk BCA makin lemooooooootTt buat transaksi jadi GAK NYAMAN Tolong dong di perbarui & tingkatkan pelayanan nya;3;0;2025-12-07 00:11:19;4.7.6;126;19
kacau performance sekarang, indikator lama hijau & sekarang mau transaksi gangguan terus;1;0;2025-12-07 00:11:09;4.7.6;88;12
"""""sementara aplikasi tidak dapat diproses"""" benerin ya min💔mau payment tapi gak bisa itu rasanya ganggu banget jinfg";1;0;2025-12-07 00:10:43;4.7.6;116;17
banyak gangguan nya;5;0;2025-12-07 00:10:13;4.7.6;19;3
lemot sekarang. loading Mulu. parah .tolong perbaiki.;1;0;2025-12-07 00:09:45;4.7.6;53;7
kenape nihhh, mau TF susah banget, padahal sinyal aman aman ajaa!! tolong lahhh, jadi susah mau ngapa-ngapain!!;1;0;2025-12-07 00:09:43;4.7.6;111;17
LEMOT PARAH;1;0;2025-12-07 00:09:14;4.7.6;11;2
aplikasinya sangat parah masa udah hijau cek saldo dan byr qris sending lama banget, asli parah banget ini aplikasi;1;0;2025-12-07 00:08:55;4.7.6;115;19
kalau tengah malam pelayanan nya di tingkat kan biar bisa cepat akses nya .....;1;0;2025-12-07 00:08:43;4.7.6;79;14
gajelas mau transaksi aj merah mlu klo ga biru najis;1;0;2025-12-07 00:08:40;4.7.6;52;10
nih kenapa kok bca setelah di update jadi susah tranfer/QRIS padahal jaringan bagus;1;0;2025-12-07 00:08:18;4.7.6;83;13
tidak bisa beeli pulsa bca dancokkkzzz;1;0;2025-12-07 00:07:49;4.7.6;38;6
transaksi semakin lama indikator ke hijau lama sekali padahal jaringan bagus;1;0;2025-12-07 00:07:10;4.7.6;76;11
inikator hijau, tetep aja lemot 😠;1;0;2025-12-07 00:06:41;4.7.6;33;6
kenapa sering ngebut mulu sekarang.;1;0;2025-12-07 00:05:59;4.7.6;35;5
Bca makin lama makin Tidak nyaman di gunakan, Kalau eror gak ada pemberitahuan sama sekali harus nunggu 1-2 hari bari bisa di operasikan;1;0;2025-12-07 00:05:56;4.7.6;136;23
kenapa harus trouble d tiap jam 00.00;1;0;2025-12-07 00:05:45;4.7.6;37;7
Sering terjadi masalah saat ingin transaksi;1;0;2025-12-07 00:05:10;4.7.6;43;6
tolong donk untuk kinerjanya di pantau terus . setiap kali update pasti ada aja masalah sistemnya.;3;0;2025-12-07 00:05:08;4.7.6;98;16
terlalu lambat aplikasi jalan dan sering lampu merah;1;0;2025-12-07 00:05:08;4.7.6;52;8
update bukanya makin bagus malah makin parah;1;0;2025-12-07 00:05:05;4.7.6;44;7
tiba tiba aplikasi lemot pas mau bayar angsuran.;1;0;2025-12-07 00:04:54;4.7.6;48;8
diupdate malah laggy banget gimana sih update lagi deh jadi ganggu lama transaksi;1;0;2025-12-07 00:04:32;4.7.6;81;13
lampu indikatornya ganggu banget;1;0;2025-12-07 00:04:12;4.7.6;32;4
BCA sekarang gembel, sering susah buat transaksi.. padahal sinyal bagus;1;0;2025-12-07 00:03:00;4.7.6;71;10
tolong lah bca, gila kali ya mo transaksi qris aja lamaaaaaa!!!!!;2;0;2025-12-07 00:02:50;4.7.5;65;11
emang nya ga ada hari lain maintenance ya?? sampe harus mlm minggu bgt maintenance nya.. weekday emang ga bisa??;1;0;2025-12-07 00:02:43;4.5.1;112;19
makin parah ini aplikasi , sering gangguan;1;0;2025-12-07 00:02:36;4.7.6;42;7
kok makin di update makin lage yah padahal jaringan aman² aja lampu indikatornya juga kok malah gini BCA;2;0;2025-12-07 00:02:32;4.7.6;104;18
sinyal makin kesini makin jelek;1;0;2025-12-07 00:01:51;4.7.6;31;5
kebanyakan troble;3;0;2025-12-07 00:01:14;;17;2
lemot parah;1;0;2025-12-07 00:01:02;4.7.6;11;2
bca mobile makin terupdate makin bobrok sistemnya..pembayàran jadi lambat ga jelas biar bisa ga antri malah ini bikin kesel..IT Mana ini yg d pake BCA..sangat ga membantu;1;0;2025-12-07 00:00:37;4.7.6;170;27
makin ksni makin parah saja;4;0;2025-12-06 23:58:52;4.7.6;27;5
udah ga bagus skrng aplikasi ini lemot banget mau ngapa ngapain;1;0;2025-12-06 23:58:44;;63;11
bank besar tapi aplikasinya koplok lemot;1;0;2025-12-06 23:57:21;;40;6
sering gangguan;2;0;2025-12-06 23:56:55;4.7.6;15;2
buruk;2;0;2025-12-06 23:55:38;;5;1
setelah update jadi lola banget, padahal lampu indikator nya udah ijo;2;0;2025-12-06 23:54:27;;69;11
kenapa sblm jam 00:00 BCA sulit bgt buat ambil cashless....kalau butuh atau urgent kan jadi susah 😡😡,tolong perbaiki lagi sistemnya;1;0;2025-12-06 23:51:35;;131;20
kecewa,pembaruan apk malah tambah lelet, bca ngga kaya bulan lalu,kecewa sama apk bca,lelet parah;1;0;2025-12-06 23:50:22;4.7.6;97;14
lemot aplikasinya;1;0;2025-12-06 23:50:20;4.7.6;17;2
saldo udah di sedot tapi tidak masuk pas top up dana udah brp kali gek gini;1;0;2025-12-06 23:49:29;4.7.6;75;16
perbaiki sistemnya..;1;0;2025-12-06 23:49:27;4.7.6;20;2
sebenenya apa sih yg di pelihara, pelihara hewan atau apa? tiap malam minggu pasti pemeliharaan, saya gajian sminggu skali di tf tiap stengah 12-12, mau ngambil ke atm g bisa... kecewa;1;0;2025-12-06 23:49:08;4.7.6;184;31
setelah update makin lemot susah bat mau transaksi. parah parah;2;0;2025-12-06 23:47:09;4.7.6;63;10
lemot;1;0;2025-12-06 23:46:46;4.7.6;5;1
BCA kenapa ni ? jam 23.46;3;0;2025-12-06 23:46:18;4.7.6;25;6
aplikasinya eror terus;1;0;2025-12-06 23:46:03;4.7.6;22;3
makin tidak stabil;1;0;2025-12-06 23:46:00;;18;3
orang mau transaksi MLM Minggu Mlah maintenance.. dongo;1;0;2025-12-06 23:45:59;4.7.6;55;8
sering lemot;3;0;2025-12-06 23:45:52;4.7.6;12;2
semenjak ad perubahan bukan ny bikin berubah tapi jadi buat ngelag terus... mau qr atau pun tf lama banget proses ny;1;0;2025-12-06 23:45:36;2.9.6;116;21
mohon untuk kesetabilan jaringan nya di tingkatkan performa nya masih lambat;4;0;2025-12-06 23:45:00;4.7.6;76;11
sering Loading alias lola;2;0;2025-12-06 23:44:02;4.7.6;25;4
cacat loading lama sinyal bagus;1;0;2025-12-06 23:43:52;4.7.6;31;5
lemot;1;0;2025-12-06 23:43:49;4.7.6;5;1
Jing tambah lemot n ribet.. aplikasi makin tolol;1;0;2025-12-06 23:43:13;4.7.6;48;8
Lelet aplikasi;1;0;2025-12-06 23:42:31;4.7.6;14;2
jaringan eror mulu;1;0;2025-12-06 23:38:34;4.7.6;18;3
habis di update kok malah lemot;3;0;2025-12-06 23:38:16;;31;6
lama lama jelek;1;0;2025-12-06 23:37:52;;15;3
BCA ada gangguan apa lagi ini gabisa buat transaksi ?! tolong lah jangan bikin repot !;1;0;2025-12-06 23:37:45;4.7.6;86;16
jelek sering gangguan jadi males;5;0;2025-12-06 23:36:21;4.7.0;32;5
bapuk, sistimnya eror mulu;1;0;2025-12-06 23:34:05;4.7.6;26;4
tolong di update biar lebih mudah dipakai;1;0;2025-12-06 23:32:57;4.7.6;41;7
aplikasi bosok ,, ga ada improve, lemot . yg bener aja transaksi ga bisa tapi saldo kepotong terus ini bank beneran apa ga. masa kualitas aja kalah sama SEA bank;1;0;2025-12-06 23:31:43;4.7.6;161;30
cepat dan mudah;5;0;2025-12-06 22:14:54;4.7.6;15;3
tolong donk kenapa bca gak bisa di buka..terjadi bug;5;0;2025-12-06 22:10:34;;52;9
pulsa terakhir saya udah habis tapi kode otp nya ga masuk trus ribet gausah pake apk ini pake aja my BCA;1;0;2025-12-06 21:57:53;4.7.6;104;21
saya GK bisa buka no rekening saya sendri gimna cara ny;5;0;2025-12-06 21:45:22;4.7.6;55;11
sangat bagus;5;0;2025-12-06 21:20:22;4.7.6;12;2
setelah update malah susah kalo mau buka tf antar bank sending terus,tiba2 sambungan terputus;2;0;2025-12-06 20:39:03;4.7.6;93;14
verifikasi wajahnya susah amat, padahal tempat dah terang dll, tetep aja ga mau payah;1;0;2025-12-06 20:35:29;4.7.6;85;14
